F,M,name,odds
8,0,Artrice,0
8,0,Arvella,0
8,0,Ashely,0
8,0,Athina,0
8,0,Azalea,0
8,0,Azucena,0
8,0,Banita,0
8,0,Barbarella,0
8,0,Barbera,0
8,0,Bathsheba,0
8,0,Bernadett,0
8,0,Bernardine,0
8,0,Besty,0
8,0,Betrice,0
8,0,Betsi,0
8,0,Brandice,0
8,0,Brigitta,0
8,0,Bronda,0
8,782,Bryant,0.9898734177215189
8,0,Cabrina,0
8,24,Cam,0.75
8,0,Camelle,0
8,0,Camy,0
8,0,Carlee,0
8,0,Carmellia,0
8,0,Carmin,0
8,0,Carrieanne,0
8,26,Cass,0.7647058823529411
8,0,Cassandre,0
8,0,Cassey,0
8,0,Cathyann,0
8,0,Celest,0
8,0,Celestial,0
8,0,Cendy,0
8,0,Chaney,0
8,0,Chanon,0
8,0,Chantee,0
8,0,Charlee,0
8,0,Charlen,0
8,0,Charliene,0
8,0,Charlise,0
8,0,Charmen,0
8,0,Charna,0
8,0,Charolett,0
8,0,Chaunda,0
8,0,Chellie,0
8,0,Chereen,0
8,0,Cherrell,0
8,0,Cherye,0
8,0,Cherylene,0
8,0,Chondra,0
8,0,Chrisie,0
8,0,Christeena,0
8,0,Chrystine,0
8,0,Cimberly,0
8,0,Claudene,0
8,0,Clementina,0
8,0,Clementine,0
8,1598,Clinton,0.9950186799501868
8,0,Colletta,0
8,0,Conswella,0
8,0,Coreena,0
8,0,Coren,0
8,0,Corinn,0
8,0,Corinthia,0
8,0,Corrin,0
8,0,Cortina,0
8,0,Crystall,0
8,0,Cyndia,0
8,0,Cythnia,0
8,0,Daena,0
8,0,Daffney,0
8,0,Dagny,0
8,0,Dalyn,0
8,339,Damian,0.9769452449567724
8,1021,Dan,0.9922254616132167
8,0,Danah,0
8,0,Dannett,0
8,0,Danyele,0
8,0,Daphnee,0
8,0,Daphnie,0
8,0,Daralyn,0
8,1442,Darin,0.9944827586206897
8,0,Darinda,0
8,0,Darnelle,0
8,0,Darnette,0
8,18,Davon,0.6923076923076923
8,0,Deania,0
8,0,Dedrea,0
8,0,Deina,0
8,0,Dela,0
8,5,Delayne,0.38461538461538464
8,0,Delona,0
8,0,Delorse,0
8,8,Demetrias,0.5
8,0,Denina,0
8,0,Derita,0
8,7,Deshun,0.4666666666666667
8,0,Detricia,0
8,0,Dianette,0
8,0,Diannia,0
8,0,Diva,0
8,5,Dominque,0.38461538461538464
8,0,Donise,0
8,0,Donnalynn,0
8,9,Donyell,0.5294117647058824
8,0,Dorethea,0
8,0,Earleen,0
8,0,Edana,0
8,0,Edye,0
8,0,Elanor,0
8,0,Elene,0
8,0,Eleonora,0
8,0,Elesha,0
8,0,Elisheva,0
8,0,Ema,0
8,0,Emelie,0
8,0,Emely,0
8,0,Emi,0
8,0,Endia,0
8,0,Erynn,0
8,0,Eulanda,0
8,0,Eulonda,0
8,0,Eun,0
8,0,Eustacia,0
8,0,Evelyne,0
8,0,Falecia,0
8,0,Faviola,0
8,0,Felesia,0
8,0,Felicie,0
8,0,Florene,0
8,0,Florida,0
8,0,Francia,0
8,1220,Francisco,0.993485342019544
8,941,Fredrick,0.9915700737618546
8,0,Frida,0
8,0,Gaila,0
8,0,Gara,0
8,0,Garnette,0
8,0,Georgana,0
8,0,Georgi,0
8,0,Geriann,0
8,0,Giana,0
8,0,Gini,0
8,0,Gisella,0
8,0,Gwendelyn,0
8,0,Gweneth,0
8,0,Halima,0
8,0,Harolyn,0
8,0,Heavenly,0
8,0,Hillarie,0
8,11,Holland,0.5789473684210527
8,0,Ilia,0
8,0,Ilisa,0
8,0,Ilsa,0
8,0,Imani,0
8,0,Ita,0
8,0,Ivett,0
8,0,Jacey,0
8,0,Jackalyn,0
8,0,Jaina,0
8,195,Jamison,0.9605911330049262
8,0,Janda,0
8,0,Jawana,0
8,0,Jeannett,0
8,0,Jennett,0
8,0,Jennyfer,0
8,0,Jerelyn,0
8,0,Jerlene,0
8,0,Jessika,0
8,0,Jette,0
8,0,Jilene,0
8,0,Jillane,0
8,0,Jilleen,0
8,0,Jillyn,0
8,0,Jode,0
8,0,Jodette,0
8,0,Jodilyn,0
8,0,Joeann,0
8,0,Johnda,0
8,0,Johnita,0
8,0,Jolynda,0
8,0,Jomarie,0
8,0,Joslin,0
8,0,Jossette,0
8,0,Jovanna,0
8,0,Jowana,0
8,0,Joyann,0
8,0,Joylynn,0
8,0,Juanette,0
8,0,Juliett,0
8,0,Jullie,0
8,0,July,0
8,0,Junko,0
8,0,Kaarin,0
8,23,Karim,0.7419354838709677
8,0,Karima,0
8,0,Karli,0
8,0,Karmin,0
8,0,Katheryne,0
8,0,Kathline,0
8,0,Katreena,0
8,0,Katrenia,0
8,0,Katryn,0
8,0,Kaylie,0
8,0,Keiko,0
8,0,Keleigh,0
8,0,Kella,0
8,0,Kellyjo,0
8,0,Kendrea,0
8,0,Kennetta,0
8,0,Kerianne,0
8,0,Ketha,0
8,0,Kiera,0
8,0,Kimberla,0
8,16,Kimble,0.6666666666666666
8,0,Kimbrely,0
8,0,Kisa,0
8,0,Kitrina,0
8,0,Konstantina,0
8,0,Kristianna,0
8,0,Kristle,0
8,0,Kristye,0
8,0,Laconda,0
8,15,Ladell,0.6521739130434783
8,0,Lakecia,0
8,0,Lakeesha,0
8,0,Lakesia,0
8,534,Lamont,0.985239852398524
8,0,Lanea,0
8,0,Larona,0
8,0,Lashaundra,0
8,0,Latishia,0
8,0,Latonga,0
8,0,Latonna,0
8,0,Latrisa,0
8,0,Latrise,0
8,0,Lauraann,0
8,0,Laurajean,0
8,0,Laurisa,0
8,0,Laurita,0
8,0,Leaha,0
8,0,Lenor,0
8,0,Leonda,0
8,0,Leontyne,0
8,0,Leya,0
8,0,Libbie,0
8,0,Lilah,0
8,0,Lilith,0
8,0,Loana,0
8,0,Loida,0
8,0,Loletta,0
8,0,Lolitha,0
8,0,Lonette,0
8,0,Loral,0
8,0,Loralie,0
8,0,Lorell,0
8,0,Lorilynn,0
8,0,Lorraina,0
8,0,Lorrena,0
8,0,Lovella,0
8,0,Lovely,0
8,5,Loyce,0.38461538461538464
8,0,Ltonya,0
8,0,Lucina,0
8,0,Lucrezia,0
8,0,Lyndee,0
8,0,Lynee,0
8,0,Lyra,0
8,0,Madhavi,0
8,0,Maegan,0
8,0,Magalie,0
8,0,Magnolia,0
8,0,Malea,0
8,0,Manisha,0
8,0,Maragret,0
8,0,Marah,0
8,0,Marce,0
8,0,Marcelia,0
8,5,March,0.38461538461538464
8,0,Marchella,0
8,0,Marcinda,0
8,0,Maretta,0
8,0,Marge,0
8,0,Maricelda,0
8,0,Mariea,0
8,0,Marilin,0
8,0,Maritta,0
8,0,Marjie,0
8,11,Markell,0.5789473684210527
8,0,Marletta,0
8,0,Marley,0
8,0,Marlis,0
8,0,Marnice,0
8,0,Marshella,0
8,0,Marticia,0
8,0,Marybelle,0
8,0,Maryrose,0
8,0,Maryse,0
8,0,Maurica,0
8,0,Maurisa,0
8,0,Mei,0
8,0,Melea,0
8,0,Melida,0
8,0,Melisia,0
8,0,Mellie,0
8,0,Meredeth,0
8,0,Merridith,0
8,71,Michale,0.8987341772151899
8,0,Michelee,0
8,0,Miechelle,0
8,0,Mieke,0
8,0,Miesha,0
8,14,Mikell,0.6363636363636364
8,0,Milica,0
8,0,Minta,0
8,0,Miosotis,0
8,0,Mishell,0
8,0,Mitsy,0
8,0,Monae,0
8,0,Monday,0
8,0,Monicia,0
8,0,Moreen,0
8,0,Morgen,0
8,0,Moria,0
8,0,Moya,0
8,0,Myka,0
8,23,Nate,0.7419354838709677
8,0,Natina,0
8,0,Nechole,0
8,0,Nefertiti,0
8,0,Neida,0
8,0,Nica,0
8,0,Nickcole,0
8,0,Nicolina,0
8,0,Nida,0
8,0,Nikkie,0
8,0,Nikko,0
8,0,Nira,0
8,0,Nitza,0
8,0,Nohemi,0
8,0,Nolita,0
8,0,Norina,0
8,0,Normajean,0
8,0,Oleta,0
8,0,Oneka,0
8,0,Onnie,0
8,0,Orlena,0
8,0,Orlinda,0
8,1047,Oscar,0.9924170616113744
8,0,Paisley,0
8,60,Parker,0.8823529411764706
8,0,Pasha,0
8,0,Pasqualina,0
8,0,Patra,0
8,0,Patriciaann,0
8,0,Penne,0
8,0,Percilla,0
8,0,Polli,0
8,0,Priscella,0
8,0,Raegan,0
8,0,Raejean,0
8,0,Raeleen,0
8,0,Raenell,0
8,0,Rainy,0
8,0,Ralynn,0
8,0,Randalyn,0
8,0,Ranell,0
8,0,Ranelle,0
8,0,Ranette,0
8,0,Raqual,0
8,15,Raven,0.6521739130434783
8,0,Rayanne,0
8,0,Rayleen,0
8,0,Raymonda,0
8,0,Rechell,0
8,0,Reene,0
8,0,Renessa,0
8,0,Renie,0
8,0,Reshanda,0
8,0,Rhetta,0
8,0,Rhonna,0
8,1186,Rick,0.9932998324958124
8,559,Rickey,0.9858906525573192
8,0,Roda,0
8,1041,Roderick,0.9923736892278361
8,0,Ronya,0
8,0,Roselind,0
8,5,Roshon,0.38461538461538464
8,8,Rossie,0.5
8,0,Rozella,0
8,0,Rusti,0
8,0,Ruta,0
8,0,Saba,0
8,0,Sammi,0
8,0,Sana,0
8,0,Sanita,0
8,0,Satrina,0
8,0,Schelly,0
8,0,Seretha,0
8,0,Shalena,0
8,0,Shalimar,0
8,0,Shalisa,0
8,0,Shaneen,0
8,0,Shanika,0
8,0,Shantal,0
8,0,Shantee,0
8,0,Shantrell,0
8,0,Shanya,0
8,0,Shareese,0
8,0,Sharia,0
8,0,Sharissa,0
8,0,Sharline,0
8,0,Sharmain,0
8,0,Shawnita,0
8,0,Sheilla,0
8,0,Shelagh,0
8,0,Shelise,0
8,0,Shell,0
8,0,Shelva,0
8,0,Sherea,0
8,0,Sheresa,0
8,0,Sherrilynn,0
8,0,Shevon,0
8,0,Shevonne,0
8,0,Shirly,0
8,28,Shone,0.7777777777777778
8,0,Shontay,0
8,0,Shoshanna,0
8,0,Silva,0
8,0,Sindi,0
8,0,Sonta,0
8,0,Sophronia,0
8,0,Soraida,0
8,0,Soyla,0
8,0,Soyna,0
8,720,Spencer,0.989010989010989
8,0,Starlette,0
8,0,Stephaie,0
8,0,Stephenia,0
8,0,Stephonie,0
8,0,Suellyn,0
8,0,Sugar,0
8,0,Surina,0
8,0,Susa,0
8,0,Sutton,0
8,0,Svetlana,0
8,0,Taletha,0
8,0,Tamee,0
8,0,Tamma,0
8,0,Tanara,0
8,0,Tanette,0
8,0,Tanji,0
8,0,Tanny,0
8,0,Tanzania,0
8,0,Tarena,0
8,0,Tarla,0
8,0,Taunja,0
8,0,Tawney,0
8,0,Tawnie,0
8,0,Telissa,0
8,0,Tempie,0
8,0,Tenna,0
8,0,Teresha,0
8,0,Terrah,0
8,0,Terrye,0
8,11,Terryl,0.5789473684210527
8,0,Tersea,0
8,0,Tessy,0
8,0,Tevis,0
8,0,Theadora,0
8,1830,Theodore,0.9956474428726877
8,0,Tiawana,0
8,0,Tifanie,0
8,0,Tiffanee,0
8,0,Tirzah,0
8,0,Tommye,0
8,0,Tondelayo,0
8,0,Torii,0
8,0,Tosca,0
8,0,Toshi,0
8,0,Trenee,0
8,0,Tressy,0
8,0,Trinda,0
8,0,Trisia,0
8,0,Tuwanda,0
8,0,Twanya,0
8,435,Ty,0.981941309255079
8,0,Tyria,0
8,0,Ulrica,0
8,0,Urania,0
8,0,Valeta,0
8,0,Vanassa,0
8,0,Vanessia,0
8,0,Velecia,0
8,0,Verda,0
8,0,Verlena,0
8,0,Vinetta,0
8,0,Violetta,0
8,0,Vivianne,0
8,0,Voncile,0
8,0,Vonita,0
8,0,Willene,0
8,0,Wren,0
8,0,Xan,0
8,0,Yavette,0
8,0,Yoko,0
8,0,Yolandra,0
8,0,Yolaunda,0
8,0,Yoshiko,0
8,0,Yuki,0
8,0,Yumiko,0
8,0,Yvone,0
8,0,Yvonna,0
7,0,Abbi,0
7,0,Abbigail,0
7,0,Adel,0
7,6,Adell,0.46153846153846156
7,0,Adine,0
7,0,Adra,0
7,0,Ailisa,0
7,0,Aine,0
7,0,Ainsley,0
7,0,Aissa,0
7,0,Aleasha,0
7,0,Aleathia,0
7,0,Aleesha,0
7,0,Alese,0
7,6,Alexi,0.46153846153846156
7,0,Alexsandra,0
7,575,Alfredo,0.9879725085910653
7,0,Alinda,0
7,0,Almadelia,0
7,404,Alonzo,0.9829683698296837
7,0,Altagracia,0
7,0,Ambre,0
7,0,Amenda,0
7,0,Aminah,0
7,0,Amita,0
7,0,Amorette,0
7,0,Anda,0
7,0,Andreal,0
7,0,Anela,0
7,0,Anginette,0
7,0,Anina,0
7,0,Anjannette,0
7,0,Annalise,0
7,0,Annia,0
7,0,Annissia,0
7,0,Anquinette,0
7,0,Antoinett,0
7,0,Aprill,0
7,0,Aquarius,0
7,0,Ardella,0
7,0,Areta,0
7,0,Aretta,0
7,0,Arissa,0
7,6,Arlee,0.46153846153846156
7,0,Arleta,0
7,0,Arlicia,0
7,0,Armandina,0
7,20,Arnell,0.7407407407407407
7,0,Arnessa,0
7,0,Athanasia,0
7,41,Audie,0.8541666666666666
7,0,Averi,0
7,9,Avon,0.5625
7,0,Avonda,0
7,0,Ayse,0
7,0,Aysha,0
7,0,Bambie,0
7,0,Barbaraann,0
7,0,Belita,0
7,0,Belkys,0
7,0,Berit,0
7,0,Bernina,0
7,0,Bettyann,0
7,0,Bev,0
7,1021,Bill,0.9931906614785992
7,0,Blanch,0
7,0,Blima,0
7,0,Brae,0
7,0,Brandalyn,0
7,0,Brantlee,0
7,0,Brendalee,0
7,871,Bret,0.9920273348519362
7,0,Brookie,0
7,0,Brynda,0
7,0,Cali,0
7,0,Camilia,0
7,0,Canda,0
7,0,Cantrece,0
7,0,Capricia,0
7,5,Carliss,0.4166666666666667
7,0,Carmalita,0
7,0,Carollee,0
7,0,Carriann,0
7,566,Cecil,0.987783595113438
7,0,Ceclia,0
7,0,Celicia,0
7,0,Cena,0
7,0,Cerena,0
7,0,Chaille,0
7,0,Chanie,0
7,0,Charnelle,0
7,0,Charvette,0
7,0,Chauntel,0
7,0,Chauntelle,0
7,0,Chavon,0
7,12,Chawn,0.631578947368421
7,0,Chelli,0
7,0,Chequita,0
7,0,Chesney,0
7,0,Chirstina,0
7,0,Christyl,0
7,0,Christyn,0
7,0,Cicily,0
7,0,Cinzia,0
7,0,Claretha,0
7,447,Claude,0.9845814977973568
7,622,Colin,0.9888712241653418
7,0,Coni,0
7,0,Coretha,0
7,0,Cornella,0
7,0,Corrinna,0
7,0,Courtnay,0
7,0,Cricket,0
7,0,Cynde,0
7,0,Cynthis,0
7,0,Cyntia,0
7,0,Daisha,0
7,0,Dalonda,0
7,0,Damary,0
7,0,Dannelle,0
7,0,Danyette,0
7,0,Danyiel,0
7,0,Darcus,0
7,0,Darrah,0
7,0,Dasha,0
7,0,Davelyn,0
7,0,Davinia,0
7,0,Davona,0
7,5,Day,0.4166666666666667
7,0,Daydra,0
7,0,Deanette,0
7,0,Deanie,0
7,0,Deardra,0
7,0,Deberah,0
7,0,Deby,0
7,0,Dechelle,0
7,72,Dedric,0.9113924050632911
7,0,Deetra,0
7,80,Del,0.9195402298850575
7,0,Delanda,0
7,0,Deletha,0
7,11,Delon,0.6111111111111112
7,0,Demetress,0
7,0,Deneane,0
7,0,Denessa,0
7,0,Deni,0
7,0,Denicia,0
7,45,Dennie,0.8653846153846154
7,0,Dennine,0
7,0,Desira,0
7,0,Detta,0
7,0,Devida,0
7,0,Devri,0
7,0,Deyanira,0
7,0,Diamantina,0
7,0,Dianthe,0
7,0,Docia,0
7,0,Doloris,0
7,0,Donata,0
7,0,Donis,0
7,0,Donnice,0
7,0,Donnise,0
7,0,Dorean,0
7,0,Dorethia,0
7,0,Dorise,0
7,0,Dorit,0
7,0,Doritha,0
7,0,Drenda,0
7,0,Dulcinea,0
7,665,Edgar,0.9895833333333334
7,757,Eduardo,0.9908376963350786
7,0,Eina,0
7,0,Elane,0
7,0,Elayna,0
7,0,Eleana,0
7,0,Elisabet,0
7,0,Elna,0
7,6,Elza,0.46153846153846156
7,0,Emelia,0
7,0,Emelinda,0
7,0,Emeline,0
7,0,Enga,0
7,0,Esperansa,0
7,0,Eunita,0
7,0,Eurika,0
7,0,Evalina,0
7,597,Evan,0.9884105960264901
7,0,Evelena,0
7,0,Eyvonne,0
7,0,Falana,0
7,0,Felcia,0
7,0,Felina,0
7,0,Felise,0
7,0,Flo,0
7,0,Francella,0
7,0,Francheska,0
7,1221,Franklin,0.994299674267101
7,1505,Fred,0.9953703703703703
7,212,Galen,0.9680365296803652
7,0,Galena,0
7,0,Galia,0
7,26,Garnett,0.7878787878787878
7,0,Gaylyn,0
7,0,Genea,0
7,0,Genevie,0
7,0,Geraldina,0
7,0,Gianetta,0
7,0,Ginnie,0
7,0,Gitel,0
7,0,Gittel,0
7,0,Gizelle,0
7,11,Golden,0.6111111111111112
7,0,Graciella,0
7,0,Gretchin,0
7,0,Gwenetta,0
7,0,Gwyndolyn,0
7,0,Gwynn,0
7,0,Hala,0
7,0,Halie,0
7,0,Halona,0
7,0,Harlene,0
7,616,Herman,0.9887640449438202
7,0,Hettie,0
7,0,Holiday,0
7,0,Imberly,0
7,0,Inell,0
7,0,Ingeborg,0
7,0,Iola,0
7,0,Ione,0
7,0,Isadora,0
7,0,Isidra,0
7,0,Isobel,0
7,0,Izetta,0
7,154,Jacques,0.9565217391304348
7,8,Jacy,0.5333333333333333
7,0,Jakki,0
7,0,Jamesetta,0
7,0,Janai,0
7,0,Janece,0
7,0,Jannetta,0
7,0,Jari,0
7,0,Jawan,0
7,0,Jayla,0
7,0,Jaynee,0
7,0,Jazmin,0
7,0,Jeannean,0
7,0,Jemma,0
7,0,Jenay,0
7,0,Jennel,0
7,0,Jennelle,0
7,0,Jennet,0
7,0,Jennica,0
7,0,Jesseca,0
7,0,Jesusita,0
7,0,Jettie,0
7,0,Jobeth,0
7,0,Jocelin,0
7,0,Jocelyne,0
7,0,Joclyn,0
7,0,Jolisa,0
7,0,Jonel,0
7,0,Jonnell,0
7,0,Jordanna,0
7,0,Joscelyn,0
7,0,Josee,0
7,0,Juanda,0
7,8,Jule,0.5333333333333333
7,0,Julietta,0
7,0,Juline,0
7,0,Jull,0
7,0,Juniper,0
7,0,Kae,0
7,0,Kaisha,0
7,0,Kalin,0
7,0,Kalynn,0
7,0,Kamila,0
7,0,Kareena,0
7,0,Karita,0
7,0,Karletta,0
7,0,Karlette,0
7,0,Karman,0
7,0,Karne,0
7,0,Karrin,0
7,0,Kasaundra,0
7,0,Katana,0
7,0,Katanya,0
7,0,Kathlynn,0
7,0,Kathyann,0
7,0,Katria,0
7,0,Katryna,0
7,0,Keala,0
7,0,Kelda,0
7,0,Kelia,0
7,0,Kellyn,0
7,0,Kennethia,0
7,0,Ketrina,0
7,0,Khrista,0
7,0,Kila,0
7,0,Kimarie,0
7,0,Kimberl,0
7,0,Kimberlei,0
7,0,Kimie,0
7,0,Kimmberly,0
7,0,Kimya,0
7,0,Kinya,0
7,0,Kirstine,0
7,0,Kirsty,0
7,0,Kismet,0
7,0,Kistin,0
7,0,Kiwana,0
7,0,Kjersti,0
7,5,Kobi,0.4166666666666667
7,0,Korrie,0
7,7,Korry,0.5
7,7,Kortney,0.5
7,0,Kristyl,0
7,0,Krys,0
7,0,Krystin,0
7,10,Kwan,0.5882352941176471
7,0,Kya,0
7,0,Kyrie,0
7,0,Lachele,0
7,0,Lachon,0
7,0,Ladeana,0
7,0,Ladina,0
7,0,Ladora,0
7,15,Lael,0.6818181818181818
7,0,Lafaye,0
7,0,Lajoyce,0
7,0,Lajuanna,0
7,0,Lanessa,0
7,0,Lanice,0
7,0,Lanisa,0
7,0,Lanissa,0
7,0,Lanya,0
7,0,Laressa,0
7,0,Larice,0
7,0,Larkin,0
7,0,Larraine,0
7,0,Larysa,0
7,0,Laryssa,0
7,0,Lashann,0
7,0,Lashannon,0
7,0,Lasharon,0
7,0,Lashaune,0
7,0,Lashea,0
7,0,Lataunya,0
7,0,Latausha,0
7,0,Latavia,0
7,0,Latice,0
7,0,Latrelle,0
7,0,Latunja,0
7,0,Launi,0
7,0,Lauran,0
7,0,Lawrie,0
7,0,Leea,0
7,0,Leela,0
7,17,Lenell,0.7083333333333334
7,2296,Leonard,0.9969604863221885
7,0,Leonarda,0
7,0,Leone,0
7,0,Leonette,0
7,1169,Leroy,0.9940476190476191
7,0,Lesandra,0
7,0,Leshonda,0
7,0,Leslieann,0
7,0,Lethia,0
7,0,Librada,0
7,0,Linae,0
7,0,Linna,0
7,0,Lis,0
7,0,Lititia,0
7,0,Lorann,0
7,0,Lorayne,0
7,0,Loredana,0
7,0,Lorenia,0
7,0,Lorijo,0
7,0,Lorre,0
7,0,Louetta,0
7,0,Lovena,0
7,0,Lucynda,0
7,0,Lyda,0
7,0,Lynmarie,0
7,0,Lynnda,0
7,0,Lytonya,0
7,0,Macey,0
7,0,Machel,0
7,0,Madge,0
7,0,Magen,0
7,0,Malita,0
7,0,Marcea,0
7,0,Marcelline,0
7,0,Marcelyn,0
7,0,Marchel,0
7,707,Marco,0.9901960784313726
7,0,Marena,0
7,0,Margaretann,0
7,0,Margert,0
7,0,Margi,0
7,0,Margrett,0
7,0,Mariaisabel,0
7,0,Mariellen,0
7,0,Marija,0
7,0,Marilena,0
7,0,Marilla,0
7,0,Marja,0
7,0,Marjean,0
7,0,Marka,0
7,0,Markeita,0
7,0,Marki,0
7,0,Marlaine,0
7,0,Marlie,0
7,0,Marnell,0
7,0,Maronica,0
7,9,Marquel,0.5625
7,0,Marquerite,0
7,36,Marshal,0.8372093023255814
7,0,Marvetta,0
7,0,Marycatherine,0
7,0,Marye,0
7,0,Maryetta,0
7,0,Marykathryn,0
7,0,Marzetta,0
7,0,Mashawn,0
7,0,Mashelle,0
7,0,Mayme,0
7,0,Meca,0
7,0,Meggin,0
7,0,Mela,0
7,0,Melainie,0
7,0,Melana,0
7,0,Melda,0
7,0,Melicia,0
7,0,Melitta,0
7,0,Melora,0
7,0,Meranda,0
7,0,Mercedita,0
7,0,Merit,0
7,0,Merlinda,0
7,0,Merrilyn,0
7,0,Meshawn,0
7,0,Michealle,0
7,0,Michielle,0
7,0,Michiko,0
7,16,Mikal,0.6956521739130435
7,0,Mirinda,0
7,0,Mirjana,0
7,0,Miya,0
7,0,Monaca,0
7,0,Moniqua,0
7,0,Morgana,0
7,0,Nadina,0
7,0,Nadra,0
7,0,Nadya,0
7,0,Nance,0
7,0,Nancyann,0
7,0,Natalya,0
7,0,Natalyn,0
7,0,Neila,0
7,0,Nekole,0
7,0,Nerida,0
7,0,Neta,0
7,0,Netra,0
7,0,Netta,0
7,0,Nicci,0
7,0,Nichell,0
7,2706,Nicholas,0.9974198304460007
7,21,Nickey,0.75
7,0,Nickola,0
7,0,Nikkol,0
7,0,Noa,0
7,341,Noah,0.9798850574712644
7,0,Noela,0
7,0,Noella,0
7,0,Noni,0
7,0,Nyssa,0
7,0,Oliva,0
7,6,Ondra,0.46153846153846156
7,25,Orlanda,0.78125
7,0,Otilia,0
7,0,Ourania,0
7,0,Pamale,0
7,0,Paquita,0
7,0,Pari,0
7,0,Parthenia,0
7,0,Particia,0
7,0,Parul,0
7,0,Patrisia,0
7,0,Pepsi,0
7,0,Philicia,0
7,0,Priscila,0
7,0,Pura,0
7,0,Raissa,0
7,0,Ramey,0
7,0,Rania,0
7,0,Ranita,0
7,0,Rasha,0
7,0,Rasheda,0
7,5,Rashon,0.4166666666666667
7,0,Rayette,0
7,0,Raynetta,0
7,0,Rayshawn,0
7,0,Reda,0
7,0,Redonna,0
7,0,Reesha,0
7,0,Regnia,0
7,0,Remonia,0
7,0,Renai,0
7,0,Renaye,0
7,0,Reynalda,0
7,0,Ricarda,0
7,0,Richael,0
7,0,Richetta,0
7,0,Rigina,0
7,0,Rika,0
7,0,Rise,0
7,0,Roben,0
7,23,Robie,0.7666666666666667
7,0,Rolunda,0
7,0,Romanda,0
7,0,Ronnett,0
7,0,Ronnita,0
7,0,Roquel,0
7,0,Roschelle,0
7,0,Roseland,0
7,0,Rosellen,0
7,0,Rosemaria,0
7,0,Rosilyn,0
7,0,Rozanne,0
7,0,Rupal,0
7,0,Ruthe,0
7,0,Sabena,0
7,0,Saeeda,0
7,0,Sakeena,0
7,510,Salvatore,0.9864603481624759
7,0,Samala,0
7,0,Samanthia,0
7,16,Sander,0.6956521739130435
7,0,Sandralee,0
7,0,Sangita,0
7,0,Sapna,0
7,0,Sarajane,0
7,0,Satanya,0
7,0,Saudia,0
7,0,Savita,0
7,0,Scherry,0
7,0,Scheryl,0
7,574,Scotty,0.9879518072289156
7,0,Seandra,0
7,0,Serafina,0
7,0,Shaaron,0
7,0,Shalane,0
7,0,Shalese,0
7,0,Shalise,0
7,0,Shamaine,0
7,0,Shamra,0
7,0,Shanann,0
7,0,Shanay,0
7,6,Shandy,0.46153846153846156
7,0,Shanea,0
7,0,Shaniece,0
7,0,Shannie,0
7,0,Sharronda,0
7,0,Shatonya,0
7,0,Shavone,0
7,0,Shawnetta,0
7,0,Shawntelle,0
7,0,Shaynee,0
7,0,Shelaine,0
7,0,Shelane,0
7,0,Sheliah,0
7,7,Shenandoah,0.5
7,0,Sherae,0
7,0,Sheran,0
7,0,Sherece,0
7,0,Shereese,0
7,0,Shermaine,0
7,0,Sheronica,0
7,0,Sherrilyn,0
7,0,Sherryann,0
7,0,Shevelle,0
7,0,Shevette,0
7,0,Sheyla,0
7,0,Shina,0
7,0,Shonell,0
7,0,Shonnon,0
7,0,Shontae,0
7,0,Shriley,0
7,0,Shron,0
7,0,Shuntay,0
7,0,Shylo,0
7,0,Sian,0
7,0,Silver,0
7,0,Simonne,0
7,0,Sina,0
7,0,Sivi,0
7,0,Solange,0
7,0,Starleen,0
7,0,Starlyn,0
7,0,Stayce,0
7,0,Stefhanie,0
7,0,Steph,0
7,0,Stephana,0
7,0,Stephina,0
7,0,Sueellen,0
7,0,Suezette,0
7,0,Sundy,0
7,0,Sylvana,0
7,245,Sylvester,0.9722222222222222
7,0,Syrena,0
7,0,Taci,0
7,0,Tahisha,0
7,0,Tahitia,0
7,0,Taji,0
7,0,Takita,0
7,0,Talaya,0
7,0,Tali,0
7,0,Talita,0
7,0,Tamarie,0
7,0,Tamelia,0
7,0,Tamilla,0
7,0,Tammia,0
7,0,Tamya,0
7,0,Tangella,0
7,0,Tanyia,0
7,0,Tanza,0
7,0,Tashawna,0
7,0,Teanna,0
7,377,Teddy,0.9817708333333334
7,0,Tedi,0
7,0,Telina,0
7,0,Tennie,0
7,0,Tereza,0
7,0,Terie,0
7,0,Tessica,0
7,28,Theo,0.8
7,0,Thera,0
7,0,Thersea,0
7,0,Thora,0
7,0,Thresia,0
7,0,Thressa,0
7,0,Tiera,0
7,0,Tiffanny,0
7,0,Tiffinie,0
7,0,Tifini,0
7,0,Tifney,0
7,0,Tijuanna,0
7,0,Tima,0
7,0,Timiko,0
7,68,Timmie,0.9066666666666666
7,0,Tinya,0
7,0,Tippi,0
7,5,Tobbie,0.4166666666666667
7,0,Toiya,0
7,0,Tondalayo,0
7,0,Toniette,0
7,0,Torino,0
7,0,Tracina,0
7,0,Treacy,0
7,0,Trellis,0
7,0,Trenice,0
7,0,Trenita,0
7,0,Tricha,0
7,0,Truly,0
7,0,Tryna,0
7,0,Tujuana,0
7,0,Tundra,0
7,0,Tunja,0
7,0,Tyanne,0
7,0,Tyesha,0
7,0,Tynia,0
7,0,Tyrene,0
7,0,Ula,0
7,7,Undrea,0.5
7,0,Valaria,0
7,0,Valda,0
7,0,Valenica,0
7,0,Veena,0
7,0,Veleda,0
7,0,Velencia,0
7,0,Velisa,0
7,0,Vendetta,0
